740	302	41	33
740	302	41	33
739	302	41	34
739	301	41	34
736	302	41	33
736	302	41	34
736	302	41	33
736	302	40	33
736	302	40	33
736	302	40	33
736	302	40	33
736	302	41	33
732	301	41	34
732	301	41	34
732	302	41	33
732	302	41	33
732	302	41	33
732	302	40	33
728	302	41	33
729	302	40	33
729	302	40	32
729	302	40	32
729	302	40	33
729	302	40	32
729	302	39	32
725	302	40	32
725	302	40	32
